,founder,wasFaang
2066,Dave Yen,0
2067,David Akinin,1
2068,David Albers,1
2069,David Aragao,0
2070,David Arrambide,0
2071,David Barinas,0
2072,David Bladow,0
2073,David Browning,0
2074,David Cann,0
2075,David Carel,0
2076,David Chan,0
2077,David Chen,0
2078,David Chew,0
2079,David Chu,0
2080,David Corbitt,0
2081,David Correa Orozco,1
2082,David Cottrell,1
2083,David Cox,1
2084,David Cuadrado,0
2085,David Danielson,0
2086,David Delbourgo,0
2087,David Dicko,0
2088,David Dindi,0
2089,David Dollar,0
2090,David Eberle,0
2091,David Eng,1
2092,David Ferris,1
2093,David Fiala,1
2094,David Filion,0
2095,David Gausebeck,0
2096,David Giffin,0
2097,David Gobaud,0
2098,David Goerz,0
2099,David Graunke,0
2100,David Greenspan,0
2101,David Greenstein,0
2102,David Grossman,0
2103,David Hachuel,0
2104,David Haisha Chen,0
2105,David Hegarty,0
2106,David Heller,0
2107,David Hodge,1
2108,David Hsu,0
2109,David Hu,0
2110,David Hua,0
2111,David Hutchful,0
2112,David Iya,0
2113,David J. Phillips,0
2114,David Kang,0
2115,David Kirtley,0
2116,David Klein,0
2117,David Kofoed Wind,0
2118,David Krakov,0
2119,David Lalor,0
2120,David Langer,0
2121,David Lawrence,0
2122,David Lieb,1
2123,David Lin,0
2124,David Lung,0
2125,David Mack,0
2126,David Marquez,0
2127,David Matthews,0
2128,David Mayman,0
2129,David Millard,0
2130,David Mills,0
2131,David Mohs,1
2132,David Mokos,0
2133,David Molot,0
2134,David Narvaez,0
2135,David Nedohin,0
2136,David Niederberger,0
2137,David Nordhausen,1
2138,David Oates,0
2139,David Okao,0
2140,David Ortega,0
2141,David Ott,0
2142,David Ouyang,0
2143,David Pang,0
2144,"David Pervan, PhD",0
2145,David Petersen,0
2146,David Petrie,0
2147,David Polonski,0
2148,David Rabie,1
2149,David Reche,0
2150,David Renteln,0
2151,David Rincon-Cruz,0
2152,David Rorex,0
2153,David Rusenko,0
2154,David Shi,0
2155,David Siegel,1
2156,David Stanton,0
2157,David Tolioupov,0
2158,David Tran,0
2159,David Tsao,0
2160,David Tulman,0
2161,David Turner,0
2162,David Tyler,0
2163,David Valdman,0
2164,David Villarreal,0
2165,David Weinberg,0
2166,David White,0
2167,David Winer,1
2168,David Wulff,0
2169,David Wurtz,1
2170,David Wynne Roberts,0
2171,David Xiao,0
2172,David Yahalomi,0
2173,David Yang,0
2174,David Zeng,1
2175,David Zhang,0
2176,David Zhao,1
2177,David de Matheu,0
2178,Davide Asnaghi,0
2179,Davis Palmie,0
2180,Davit Buniatyan,0
2181,Dawn Ho,0
2182,Dayton Thorpe,0
2183,Dean Dieker,0
2184,Dean Mao,0
2185,Dean Sysman,0
2186,Dean Yim,0
2187,Debabrata Ghosh,0
2188,Debanjum Singh Solanky,0
2189,Debkishore Mitra,0
2190,Debo Olaosebikan,0
2191,Deboshree Dutta,0
2192,Debra Cleaver,0
2193,Declan Conlon,0
2194,Deema Adada,0
2195,Deep Singhvi,0
2196,Deepak Angrula,0
2197,Deepak Boggavarapu,0
2198,Deepak Chhugani,0
2199,Deepak Singla,0
2200,Deepak Thakur,0
2201,Deepak VS,0
2202,Deepali Jain,0
2203,Deepanshu .,0
2204,Deepanshu Madan,1
2205,Deepika Bodapati,0
2206,Deeps Ramanathan,1
2207,Deepti Sanghi,0
2208,Deevee Kashi,0
2209,Dekel Valtzer,0
2210,Dekha Anggareska,0
2211,Delian Asparouhov,0
2212,Demetri Spanos,0
2213,Demetrius Gray,0
2214,Demilade Odetara,0
2215,Denis Anscomb,0
2216,Denis Bellavance,1
2217,Denis Kildishev,0
2218,Denis Mars,0
2219,Denis Vilar,0
2220,Deniz Kavi,0
2221,Deniz Sert,0
2222,Dennis Antonelos,0
2223,Dennis Bauer,0
2224,Dennis Collinson,0
2225,Dennis Steele,0
2226,Denzell Ford,0
2227,Dereck Paul,0
2228,Derek Borkowski,0
2229,Derek Chan,0
2230,Derek Chiang,0
2231,Derek Dahmer,0
2232,Derek Feehrer,0
2233,Derek Greenfield,0
2234,Derek Hall,0
2235,Derek Herrera,0
2236,Derek Low,0
2237,Derek Metcalf,0
2238,Derek Modzelewski,0
2239,Derek Nelson,0
2240,Derek Pankaew,0
2241,Derek Richardson,0
2242,Derek Schairer,0
2243,Deren Tavgac,0
2244,Derrick Mungai,0
2245,Derrick Wolbert,0
2246,Deshraj Yadav,0
2247,Dev Patel,0
2248,Devaki Raj,1
2249,Devang Shah,0
2250,Devin Abbott,0
2251,Devin Finzer,1
2252,Devin Hunt,0
2253,Devin Miller,0
2254,Devin Wiley,0
2255,Devon Copeland,0
2256,Devon Galloway,0
2257,Devyesh Tandon,0
2258,Dexter Ligot-Gordon,0
2259,Deyang (Derek) Zhao,1
2260,Dhanesh Kumar,1
2261,Dhanvi Reddy,0
2262,Dharmesh Malam,0
2263,Dhasharath Shrivathsa,0
2264,Dhaval Gajiwala,0
2265,Dheeban SG,0
2266,Dheeraj Jain,0
2267,Dheeraj Mundhra,0
2268,Dhruhin Kurli,0
2269,Dhruv Boddupalli,0
2270,Dhruv Goel,1
2271,Dhruv Gupta,0
2272,Dhruv Mangtani,0
2273,Dhruv Mehta,1
2274,Dhruv Tandon,0
2275,Di Qi,0
2276,Diana Frappier,0
2277,Diandre Ruiz,0
2278,Dick Fickling,0
2279,Diederik Vink,0
2280,Diedrik Vermeulen,0
2281,Diego Banovaz,0
2282,Diego Baugh,0
2283,Diego Escobedo,1
2284,Diego Fischer,0
2285,Diego Marcos Segura,0
2286,Diego Rey,0
2287,Diego Rojas,0
2288,Diego Saez Gil,0
2289,Dilan Dane,1
2290,Dileep Thazhmon,0
2291,Dilip Jain,0
2292,Dillan DiNardo,0
2293,Dillon Carns,0
2294,Dillon Erb,0
2295,Dillon Martin,0
2296,Dillon Nys,0
2297,Dillon Zhang Forrest,0
2298,Dima Goncharov,0
2299,Dima Matskevich,0
2300,Dimeji Sofowora,0
2301,Dimitri Dadiomov,0
2302,Dimitri Koterov,0
2303,Dimitrios Ilias,0
2304,Dimitris Fotis Sakellariou,0
2305,Din Mailibay,0
2306,Dinesh Gadge,0
2307,Dinesh Reddy,0
2308,Dino Di Carlo,0
2309,Dionis Loire,0
2310,Dipesh Mittal,0
2311,Dito Krista,0
2312,Ditto R,0
2313,Diva Sharma,0
2314,Divey Gulati,0
2315,Divij Goyal,0
2316,Divish Gupta,0
2317,Divya Bhat,0
2318,Divyagnan Kandala,1
2319,Divyang Arora,0
2320,Divyanshu Damani,0
2321,Dmitrii Dumik,0
2322,Dmitry Alekseev,0
2323,Dmitry Birulia,0
2324,Dmitry Filimonov,0
2325,Dmitry Ilyevsky,0
2326,Dmitry Karpov,0
2327,Dmitry Kazhdan,0
2328,Dmitry Lyfar,0
2329,Dmitry Shklovsky,0
2330,Dmitry Starodubtsev,0
2331,Dmitry Stavisky,0
2332,Dmytro Zaporozhets,0
2333,Dogan Berktas,0
2334,Doktor Gurson,0
2335,Dom Crosby,0
2336,Domingo Garcia-Huidobro,0
2337,Dominic Haul,0
2338,Dominic Kwok,1
2339,Dominic Spinozzi,0
2340,Dominic Sumarli,0
2341,Dominic Terrones,1
2342,Dominik Moehrle,0
2343,Dominik Thalmann,0
2344,Don Bunnell,0
2345,Don Muir,0
2346,Don Pansacola,0
2347,Don Pinkus,1
2348,Don Straub,0
2349,Donald Hruska,0
2350,Dongyi Liao,0
2351,Dori Wilson,0
2352,Doron Segal,0
2353,Dorothea Koh,0
2354,Dorus van den Oord,0
2355,Doug Barnett,0
2356,Doug Brunton,0
2357,Doug Griswold,0
2358,Doug Hoang,0
2359,Doug Neumann,0
2360,Douglas Stidolph,0
2361,Douwe Osinga,0
2362,Dr Ashish Mandavia MD,0
2363,Dr Kyle Taylor,0
2364,Dr. Sairam Reddy Palicherla ,0
2365,Dragos Bulugean,0
2366,Dragos Fotescu,0
2367,Drake Rehfeld,0
2368,Drew Barrett,0
2369,Drew Durbin,0
2370,Drew Harry,0
2371,Drew Hendricks,0
2372,Drew Houston,0
2373,Drew Reid,0
2374,Drew Schneider,0
2375,Duc Pham,0
2376,Duncan Haldane,0
2377,Duncan Hamra,0
2378,Dusko Kelez,0
2379,Dustin Chang,0
2380,Dustin Curtis,0
2381,Dustin Klebe,0
2382,Dutch Ilya Lichtenstein,0
2383,Dwayne Shaw,0
2384,Dylan Allen,0
2385,Dylan Feng,0
2386,Dylan Fox,0
2387,Dylan Hand,0
2388,Dylan John Drover,0
2389,Dylan Lenz,0
2390,Dylan McFarland,0
2391,Dylan Walker,0
2392,Dylan de Waart,0
2393,Dzung Dang,0
2394,EMMANUEL GBOLADE,0
2395,Eamonn Gahan,0
2396,Earl Hathaway,0
2397,Ebuka Obi,0
2398,Ed Adjei,0
2399,Ed Chin,0
2400,Ed Goode,0
2401,Ed Kearney,0
2402,Ed McManus,0
2403,Ed Nanale,0
2404,Eddie Obropta,0
2405,Eddie Raven,0
2406,Eddie Zhang,1
2407,Eddy Lu,0
2408,Eden Federman,0
2409,Eden Full Goh,0
2410,Eden Ovadia,0
2411,Eder Echeverria,0
2412,Edgar Cabrera,0
2413,Edith Elliott,0
2414,Edmond Yue,1
2415,Edmund Farrar,0
2416,Edmund Tian,0
2417,Edo Windratno,0
2418,Edoardo Conti,1
2419,Edoardo Serra,1
2420,Edouard Harris,0
2421,Edouard Labarthe,0
2422,Edrei Chua,0
2423,Edria Albert,0
2424,Edrick Guan,0
2425,Edrizio De La Cruz,0
2426,Eduardo Blancas,0
2427,Eduardo Candela,0
2428,Eduardo Faraday,0
2429,Eduardo Lopez Amaya,0
2430,Eduardo Mata,0
2431,Eduardo Narvaez,0
2432,Eduardo Portet,0
2433,Eduardo Restrepo,0
2434,Eduardo Velez Santiago,0
2435,Eduardo Williams,0
2436,Edul Patel,0
2437,Edvard Engesaeth,0
2438,Edvard Eriksson,0
2439,Edvin Fernqvist,0
2440,Edward Cibor,0
2441,Edward Clayton,0
2442,Edward Harris,0
2443,Edward Kim,0
2444,Edward Popoola,0
2445,Edward Schembor,0
2446,Edward Tan,0
2447,Edward Tiong,0
2448,Edward Wu,0
2449,Edward Yao,0
2450,Edward Yee,0
2451,Edward Zhou,0
2452,Edwin Broni-Mensah,0
2453,Edwin Lacierda,0
2454,Edwin Olson,0
2455,Eesha Sharma,0
2456,Eeshan Sharma,0
2457,Effy Zhang,0
2458,Egal Lazarev,0
2459,Ege Kaan Duman,0
2460,Ege Ozgirin,0
2461,Ehsan Kamalinejad,1
2462,Ehud Halberstam,0
2463,Eilam Levitov,0
2464,Eitan Borgnia,0
2465,Eitan Frailich,0
2466,Ekate Kuznetsova,1
2467,Ekram Alam,0
2468,Elad Fouks,0
2469,Elad Spiegelman,0
2470,Eldrick Millares,0
2471,Elena Ponte,0
2472,Elena Samuylova,0
2473,Elezhan (Ijan) Zhakiya,0
2474,Elfred Pagan,1
2475,Elham Islam,0
2476,Eli Allen,0
2477,Eli Mernit,0
2478,Eli Semory,0
2479,Eli Tamanaha,1
2480,Eliam Medina,0
2481,Elias Almqvist,0
2482,Elijah Schuldt,0
2483,Elijah Sorey,1
2484,Elijah ben Izzy,0
2485,Eliran Kuta,0
2486,Elise Nguyen,0
2487,Elise Polezel,0
2488,Elizabeth  Adams ,0
2489,Elizabeth Davis,1
2490,Elizabeth Iorns,0
2491,Elizabeth Ruzzo,0
2492,Elle Smyth,0
2493,Ellen Hui,0
2494,Elli Papaemmanuil,0
2495,Elliot Block,0
2496,Elliot DeNolf,0
2497,Elliot Hevel,0
2498,Eloa Guillotin,0
2499,Elpizo Choi,0
2500,Elton Chan,0
2501,Elton Lossner,0
2502,Emeka Okwuagwu,0
2503,Emeli Dral,0
2504,Emiel van Liere,0
2505,Emil Fröberg,0
2506,Emil Hewage,0
2507,Emil Pitkin,0
2508,Emil Sjölander,1
2509,Emiliano Bonilla,0
2510,Emiliano Musalem,0
2511,Emiliano Segura,0
2512,Emilie Buckley,0
2513,Emilien Sanchez,0
2514,Emilio Antun,0
2515,Emily Choi-Greene,0
2516,Emily Damato,0
2517,Emily Dorsey,0
2518,Emily OBrien,0
2519,Emily Wang,0
2520,Emily Yuan,0
2521,Emily Yuhas,0
2522,Emir Atli,0
2523,Emir Sahmanovic,0
2524,Emma Bitz,0
2525,Emma Tessler,0
2526,Emmanuel Aina,0
2527,Emmanuel Buah,0
2528,Emmanuel DeVries,0
2529,Emmanuel Igbodudu,0
2530,Emmanuel Oquendo,0
2531,Emmanuel Rex Rodriguez,0
2532,Emmett Miller,0
2533,Emmie Chang,0
2534,Emotu Balogun,0
2535,Emre Gucer,0
2536,Enaho Murphy,0
2537,Enas Siam,0
2538,Eni Jaupi,0
2539,Eni Joshua,0
2540,Enoch Cheung,0
2541,Enrique Ferrao,0
2542,Enrique Ibarra,0
2543,Enrique Perezalonso,0
2544,Enrique Rodriguez,0
2545,Enzo Avigo,0
2546,Enzo Biancato,0
2547,Enzo Tamburini,0
2548,Eoghan Mulcahy,0
2549,Eoin Walsh,0
2550,Erfan Soliman,0
2551,Erhan Justice,0
2552,Eric Adjei,0
2553,Eric Allam,0
2554,Eric Bakan,0
2555,Eric Blondeel,0
2556,Eric Brownrout,0
2557,Eric Chen,0
2558,Eric Ciarla,0
2559,Eric Ciminelli,1
2560,Eric DeMenthon,0
2561,Eric Diep,0
2562,Eric Florenzano,0
2563,Eric Frenkiel,1
2564,Eric Futoran,0
2565,Eric Gao,1
2566,Eric He,1
2567,Eric Herrera,0
2568,Eric Kim,0
2569,Eric Kreutzer,0
2570,Eric Lafleche,0
2571,Eric Landau,0
2572,Eric Levine,1
2573,Eric Li,1
2574,Eric Liu,0
2575,Eric Lukoff,0
2576,Eric Maciolek,0
2577,Eric Meier,0
2578,Eric Menees,0
2579,Eric Migicovsky,0
2580,Eric Mills,0
2581,Eric Pancoast,0
2582,Eric Park,1
2583,Eric Pollmann,1
2584,Eric Rea,0
2585,Eric Ries,0
2586,Eric Rowell,0
2587,Eric Schoonover,1
2588,Eric Schuur,0
2589,Eric Seidel,1
2590,Eric Silverman,1
2591,Eric Sonnier,0
2592,Eric Steen,0
2593,Eric Townsend,0
2594,Eric Wang,0
2595,Eric Wei,1
2596,Eric Wu,0
2597,Eric Yu,1
2598,Eric Yáñez,0
2599,Eric Zarowny,0
2600,Eric Zhang,1
2601,Erica Brescia,0
2602,Erica Du,0
2603,Erica T. Johnson,0
2604,Erich Lehmann,0
2605,Erick Lee,0
2606,Erik Berlin,0
2607,Erik Duhaime,0
2608,Erik Goldman,1
2609,Erik Heimdal,0
2610,Erik Landerholm,0
2611,Erik Schluntz,1
2612,Erik Smith,0
2613,Erik Ziegler,0
2614,Erika Hairston,1
2615,Erika Jensen,0
2616,Erin Robert Frey,0
2617,Erin Tavgac,0
2618,Ernest Sim,0
2619,Ernesto Lujan,0
2620,Ernesto Reza,0
2621,Ernesto Valencia Arevalo,0
2622,Ernie Park,0
2623,Eroms Okojie,0
2624,Esha Manideep Dinne,0
2625,Eshan Agarwal,1
2626,Eshwar Inapuri ,0
2627,Esteban Castaño,0
2628,Esteban Ortiz-Ospina,0
2629,Esteban Penaloza,0
2630,Esther Crawford,0
2631,Esther Park Hallam,0
2632,Esty Scheiner,0
2633,Eswar Dhinakaran,0
2634,Etai Avrahami,0
2635,Etai Mizrahi,0
2636,Ethan Barhydt,0
2637,Ethan Blackburn,0
2638,Ethan Bond,0
2639,Ethan Chang,0
2640,Ethan Fast,0
2641,Ethan Fieldman,0
2642,Ethan Horoschak,0
2643,Ethan Le,0
2644,Ethan Lieber,0
2645,Ethan Sutin,0
2646,Ethan Veres,0
2647,Ethan Yu,1
2648,Etienne Albert,0
2649,Etienne Bernard,0
2650,Etienne DEGUINE,0
2651,Etienne TATUR,0
2652,Etienne-Noel Krause,0
2653,Eudelio Garza,0
2654,Eugene Huang,0
2655,Eugene Nadyrshin,0
2656,Eugene Otto,0
2657,Eugene Park,0
2658,Eugene Yakubovich,0
2659,Eugene Yaroslavtsev,0
2660,Eugene Zasoba,0
2661,Eugenia Kuyda,0
2662,Eugenio Sánchez Rabiella,1
2663,Eunice Wong,0
2664,Euwyn Poon,0
2665,Ev Kontsevoy,0
2666,Eva Shang,0
2667,Evaline Tsai,0
2668,Evan Beard,0
2669,Evan Chu,1
2670,Evan Dancer,0
2671,Evan Doyle,0
2672,Evan Konwiser,0
2673,Evan Limanto,1
2674,Evan Lodge,0
2675,Evan Lyall,0
2676,Evan Minto,0
2677,Evan Moore,0
2678,Evan Mucasey,0
2679,Evan Murphy,0
2680,Evan Reas,0
2681,Evan Rosenfeld,0
2682,Evan Stites Clayton,0
2683,Evan Zimmerman,0
2684,Evans Darbo Boateng,0
2685,Evelyn Gillie,1
2686,Everest Munro-Zeisberger,1
2687,Everett Ivy,0
2688,Evgeny Kuryshev,0
2689,Evie Wang,0
2690,Evis Drenova,0
2691,Evita Weagel,0
2692,Evyatar Ben Artzi,0
2693,Ezequiel Bucai,0
2694,Ezra Feilden,0
2695,Ezra Olubi,0
2696,F-G Fernandez,0
2697,Fabian Gomez Gutierrez,0
2698,Fabian Rothfuß,0
2699,Fabian Torres,0
2700,Fabian Warmdt,1
2701,Fabio Muniz,0
2702,Fabio Schmidberger,0
2703,Fahad Kamr,0
2704,Fahim Aziz,0
2705,Fahim Ferdous,0
2706,Fai Nur,1
2707,Faisal Ilaiwi,0
2708,Faisal Khalid,0
2709,Faisal Toukan,0
2710,Faisal Younus,0
2711,Faiyam Rahman,0
2712,Fajar Kuntoro,0
2713,Fandi Peng,0
2714,Fanny Chen,0
2715,Farah Gasmi,0
2716,Faraz Khan,0
2717,Faris Yaghmour,0
2718,Farza Majeed,0
2719,Farzaan Kaiyom,0
2720,Fatih Celikbas,1
2721,Fatma Akcay,0
2722,Fawad Hussain,0
2723,Fawzy Abu Seif,0
2724,Faza Fahleraz,0
2725,Febrianto Gamal,0
2726,Federico Barbagli,0
2727,Federico Benavides,0
2728,Federico Garcia Dura,0
2729,Federico Goldberg,0
2730,Federico Moscato,0
2731,Federico Patiño,0
2732,Fei Deyle,0
2733,Felipe Abello,0
2734,Felipe Aragão,0
2735,Felipe Domínguez,0
2736,Felipe Kettlun,0
2737,Felipe Lopes,0
2738,Felipe Monsalve,0
2739,Felipe Otálora,0
2740,Felipe Restrepo,0
2741,Felipe Rodríguez,0
2742,Felipe Saint-Jean,0
2743,Felipe Serra de Oliveira,0
2744,Felipe Urzúa,0
2745,Felipe Villamarin,0
2746,Felix Gabler,0
2747,Felix Manford,0
2748,Felix Martin Eckert,0
2749,Felix Steinbrenner,0
2750,Felix Wang,0
2751,Femi Adebogun,0
2752,Femi Aluko,0
2753,Femi Awomosu,1
2754,Femi Iromini,0
2755,Femi Kuti,0
2756,Fenn Bailey,0
2757,Feras Jalbout,0
2758,Ferhat Babacan,0
2759,Feridun Mert Celebi,0
2760,Fernando Albertorio,0
2761,Fernando Gomez Arriola,0
2762,Fernando Huerta,0
2763,Fernando López,0
2764,Fernando Nader Giacoman,0
2765,Fernando Nery,0
2766,Fernando Sandoval Oseguera,0
2767,Fernando Terres,0
2768,Fernando Varela,0
2769,Fernando de la Torre,0
2770,Festus Owumi,0
2771,Fil Twarowski,0
2772,Filip Kozera,0
2773,Filip Rakowski,0
2774,Filipe Dobreira,0
2775,Finn Bauer,0
2776,Firdevs Abacioglu,1
2777,Fletcher Heisler,0
2778,Flo Lauber,0
2779,Florent Bolzinger,0
2780,Florian Bauer,0
2781,Florian Briou,0
2782,Florian Buguet,0
2783,Florian Fincke,0
2784,Florian Raetzer,0
2785,Flynn Traeger,0
2786,Forrest Briggs,1
2787,Forrest Heath,0
2788,Fouad Matin,0
2789,Frances Anastassacos,0
2790,Francesco Mosconi,0
2791,Francescu Santoni,0
2792,Francis Careau,0
2793,Francis Duong,0
2794,Francis Larson,0
2795,Francisca Noguera,0
2796,Francisco Homem de Mello,0
2797,Francisco Puente,0
2798,Francisco Tolmasky,1
2799,Francisco Torrealba,0
2800,Francisco jose Martin toro,0
2801,Franck Lahaye,0
2802,Franco Forte,0
2803,Frank Lee,0
2804,Frank Licea,0
2805,Frank Macreery,0
2806,Frank Nguyen,0
2807,Frank Poon,0
2808,Frank Wang,0
2809,Frankie Brannon,0
2810,Franklin George,0
2811,Franklin Winokur,0
2812,Franzi Löw,0
2813,François Baldassari,0
2814,François Gueneau de Mussy,0
2815,Fred Cheng,0
2816,Fred Ehrsam,0
2817,Fred Parietti,0
2818,Fred Turner,0
2819,Fred Wulff,1
2820,Fred Zhang,0
2821,Freddie Evans,0
2822,Freddie Green,0
2823,Freddy Vega 💚,0
2824,Frederick Hutson,0
2825,Frederick Widjaja,1
2826,Frederik Ceyssens,0
2827,Frederik Ingwersen,0
2828,Frederik Obasi,0
2829,Fredric Newberg,0
2830,Fredrick Burns,0
2831,Fredrik Thomassen,0
2832,Fábio Witt,0
2833,Félix Malfait,0
2834,GBEKELOLUWA OLUFOTEBI,0
2835,Gabe Horwitz,0
2836,Gabe Krambs,0
2837,Gabe Ragland,0
2838,Gabe Ruttner,0
2839,Gabe Villasana,0
2840,Gabe Wilcox,0
2841,Gabor Cselle,1
2842,Gabriel Archanjo,0
2843,Gabriel Banks,0
2844,Gabriel Barreto,0
2845,Gabriel Birnbaum,0
2846,Gabriel Cano Rodríguez,0
2847,Gabriel Dillon,0
2848,Gabriel Frans,0
2849,Gabriel Gordon-Hall,0
2850,Gabriel Levesque Tremblay,0
2851,Gabriel Leydon,0
2852,Gabriel Lima,0
2853,Gabriel Lopez,0
2854,Gabriel Luque,0
2855,Gabriel Parisi-Amon,1
2856,Gabriel Saruhashi,0
2857,Gabriel Savit,0
2858,Gabriel Spencer-Harper,0
2859,Gabriel Villafuerte,0
2860,Gabriele Musella,0
2861,Gabriele Venturi,0
2862,Gabriella DeFlorio,0
2863,Gabrielle CHOU,0
2864,Gadi Evron,0
2865,Gagan Palrecha,0
2866,Gajendra Khatri,1
2867,Gal Aharon,0
2868,Gal Kleinman,0
2869,Galen Simmons,0
2870,Gandharv Goyal,0
2871,Ganesh Datta,0
2872,Ganesh Mallya,0
2873,Gangeshwar Krishnamurthy,0
2874,Gareth MacLeod,1
2875,Garrett Beck,0
2876,Garrett Frohman,0
2877,Garrett Johnson,0
2878,Garrett Langley,0
2879,Garrett Reynolds,0
2880,Garrett Wilson,0
2881,Garrett Yan,0
2882,Garth Goodson,0
2883,Garvan Doyle,0
2884,Gary Amaral,0
2885,Gary Lau,0
2886,Gary Lin,1
2887,Gaspard de Lacroix,0
2888,Gasper Kolenc,0
2889,Gaston Zelerteins,0
2890,Gatumi Aliyu,0
2891,Gaurab Chakrabarti,0
2892,Gaurang Shah,0
2893,Gaurav Aggarwal,1
2894,Gaurav Arora,0
2895,Gaurav Bharaj,0
2896,Gaurav Chaubey,0
2897,Gaurav Kumar,0
2898,Gaurav Luthra,0
2899,Gaurav Maken,1
2900,Gaurav Mishra,0
2901,Gaurav Namit,0
2902,Gaurav Pathak,0
2903,Gaurav Sharma,0
2904,Gaurav Shrishrimal,0
2905,Gaurav Thapa,0
2906,Gauri Nanda,1
2907,Gautam Bose,0
2908,Gavin Mai,0
2909,Gavin Thompson,0
2910,Gee-Hwan Chuang,0
2911,Genevieve Nielsen,0
2912,Genevieve Payzer,1
2913,Geo Guillen,1
2914,Geoff Abraham,0
2915,Geoff Flarity,0
2916,Geoff Greer,0
2917,Geoff Schmidt,0
2918,Geoff Segal,0
2919,Geoffrey Lucks,0
2920,Geoffrey Negiar,0
2921,Geoffrey Vancassel,0
2922,Geoffrey Woo,0
2923,Geordie Graham,0
2924,George Burkhard,0
2925,George Carollo,0
2926,George Deglin,0
2927,George Fang,1
2928,George Favvas,0
2929,George Foot,0
2930,George Fraser,0
2931,George Huo,1
2932,George Kalogeropoulos,0
2933,George Korsnick,0
2934,George Leidig,0
2935,George Mathew,0
2936,George Melika,0
2937,George Quraishi,0
2938,George Saines,1
2939,George Simons,0
2940,George Smith,0
2941,George Tall,0
2942,George Tankersley,0
2943,George W,0
2944,George Wang,0
2945,George Wellmer,0
2946,Georgia A,0
2947,Georgia Hong,0
2948,Georgia Jeremiah,0
2949,Georgijs Vilums,0
2950,Georgy Melkonyan,0
2951,Gerald Fong,0
2952,Gerardo Briones,0
2953,German Mikulski,0
2954,German Saprykin,0
2955,Geronimo Maspero,0
2956,Gesa Biermann,0
2957,Ghalib Suleiman,0
2958,Ghuniyu Fattah Rozaq,0
2959,Giacomo Ficari,0
2960,Giancarlo Daniele,0
2961,Gianfranco Gentille,0
2962,Gianni Martire,0
2963,Gichini Ngaruiya,0
2964,Gil Perry,0
2965,Gila Hayat,0
2966,Gilad Beeri,0
2967,Gilles Poupardin,0
2968,Gillian OBrien,0
2969,Gillian Tee,0
2970,Gino Rooney,0
2971,Giorgi Tsurtsumia,0
2972,Giovanni Luperti,0
2973,Giulio Cantoro,0
2974,Giuseppe Ancona,0
2975,Glade Luco,0
2976,Gladys Adjei,0
2977,Gleb Chuvpilo,0
2978,Gleb Mezhanskiy,0
2979,Glen Moriarty,0
2980,Glen Wang,0
2981,Glen Wise,1
2982,Glenn Dixon,0
2983,Glenn Markov,0
2984,Godstime  Asine,0
2985,Gokhan Egri,0
2986,Gokul Prabhakaran,0
2987,Gonzague Hacher,0
2988,Gonzalo Aguilar,0
2989,Gonzalo Espinoza Graham,0
2990,Gopal Ramachandran,0
2991,Gordon Chen,0
2992,Gordon Hempton,0
2993,Gordon Hirsch Wilson,0
2994,Gordon J Lithgow,0
2995,Gordon Wintrob,0
2996,Gorka Aguirre,0
2997,Goutham Buchi,0
2998,Govind Chandrasekhar,0
2999,Govind Gnanakumar,0
3000,Govinda  Upadhyay,0
3001,Grace Garey,0
3002,Grace Sai,0
3003,Grace W,0
3004,Grachik Adzhamian,0
3005,Graham Dick,0
3006,Graham Doig,0
3007,Graham Farrell,0
3008,Graham Kaemmer,0
3009,Graham McNicoll,0
3010,Graham Ramsey,0
3011,Graham Thomas,0
3012,Grant Demaree,0
3013,Grant La Count,0
3014,Grant LaFontaine,1
3015,Grant Margerum,0
3016,Grant Pease,0
3017,Grant Shaddick,0
3018,Great Okonkwo,0
3019,Greg Belote,0
3020,Greg Cooper,0
3021,Greg Dingle,1
3022,Greg Granito,1
3023,Greg Hazel,0
3024,Greg Kidd,0
3025,Greg Kress,0
3026,Greg Lamp,0
3027,Greg Laughlin,0
3028,Greg Lissy,0
3029,Greg Nemeth,0
3030,Greg Piccolo,0
3031,Greg Putnam,0
3032,Greg Roodt,0
3033,Greg Schvey,0
3034,Greg Selkoe,0
3035,Greg Volynsky,0
3036,Gregarious Narain,0
3037,Gregg Mojica,0
3038,Gregory Koberger,0
3039,Gregory Poulin,0
3040,Gregory Rocco,0
3041,Grenard Madrigal,0
3042,Grey Baker,0
3043,Griffin Wheeler,0
3044,Grisa Soba,0
3045,Gui Alvarenga,0
3046,Guido Caldara,0
3047,Guido Galanter,0
3048,Guido Marucci Blas,0
3049,Guilhem Herail,0
3050,Guilherme Cruz,0
3051,Guilherme Delai,0
3052,Guilherme Guerra,0
3053,Guilherme Nazareth de Souza,0
3054,Guilherme Pinheiro,0
3055,Guillaume Kroll,0
3056,Guillaume Lachaud,0
3057,Guillaume Lo Re,0
3058,Guillaume Luccisano,0
3059,Guillaume-Henri Huon,1
3060,Guillemette Dejean,0
3061,Guillermo Acuña,0
3062,Guillermo Bruchmann Tanodi,0
3063,Guru Mahendran,0
3064,Guru Rao,0
3065,Guru Singh,0
3066,Gus Trigos,0
3067,Gustaf Alstromer,0
3068,Gustavo Gorenstein,0
3069,Gustavo Pesce,0
3070,Gustavo Piedade,0
3071,Guy Morita,0
3072,Guy Shahar,0
3073,Guy Snir,0
